# portID	slaveID	chipID	channelID	regionID	xi	yi	x	y	z
# ASIC 0: X4 (N), X6 (N)									
0	0	2	17	2	260	2	0	0	0
0	0	2	21	2	262	2	0	0	0
0	0	2	23	2	264	2	0	0	0
0	0	2	25	2	266	2	0	0	0
0	0	2	26	2	268	2	0	0	0
0	0	2	29	2	270	2	0	0	0
0	0	2	31	2	272	2	0	0	0
0	0	2	34	2	274	2	0	0	0
0	0	2	36	2	276	2	0	0	0
0	0	2	37	2	278	2	0	0	0
0	0	2	41	2	280	2	0	0	0
0	0	2	43	2	282	2	0	0	0
0	0	2	44	2	284	2	0	0	0
0	0	2	45	2	286	2	0	0	0
0	0	2	48	2	288	2	0	0	0
0	0	2	18	2	257	2	0	0	0
0	0	2	19	2	259	2	0	0	0
0	0	2	20	2	261	2	0	0	0
0	0	2	22	2	263	2	0	0	0
0	0	2	24	2	265	2	0	0	0
0	0	2	28	2	267	2	0	0	0
0	0	2	30	2	269	2	0	0	0
0	0	2	32	2	271	2	0	0	0
0	0	2	33	2	273	2	0	0	0
0	0	2	35	2	275	2	0	0	0
0	0	2	39	2	277	2	0	0	0
0	0	2	40	2	279	2	0	0	0
0	0	2	42	2	281	2	0	0	0
0	0	2	46	2	283	2	0	0	0
0	0	2	47	2	285	2	0	0	0
0	0	2	49	2	287	2	0	0	0
0	0	2	1	0	33	0	0	0	0
0	0	2	10	0	35	0	0	0	0
0	0	2	12	0	37	0	0	0	0
0	0	2	14	0	39	0	0	0	0
0	0	2	8	0	41	0	0	0	0
0	0	2	6	0	43	0	0	0	0
0	0	2	13	0	45	0	0	0	0
0	0	2	11	0	47	0	0	0	0
0	0	2	38	0	49	0	0	0	0
0	0	2	62	0	51	0	0	0	0
0	0	2	61	0	53	0	0	0	0
0	0	2	50	0	55	0	0	0	0
0	0	2	52	0	57	0	0	0	0
0	0	2	54	0	59	0	0	0	0
0	0	2	56	0	61	0	0	0	0
0	0	2	60	0	63	0	0	0	0
0	0	2	0	0	34	0	0	0	0
0	0	2	3	0	36	0	0	0	0
0	0	2	5	0	38	0	0	0	0
0	0	2	7	0	40	0	0	0	0
0	0	2	15	0	42	0	0	0	0
0	0	2	4	0	44	0	0	0	0
0	0	2	2	0	46	0	0	0	0
0	0	2	27	0	48	0	0	0	0
0	0	2	9	0	50	0	0	0	0
0	0	2	58	0	52	0	0	0	0
0	0	2	59	0	54	0	0	0	0
0	0	2	57	0	56	0	0	0	0
0	0	2	51	0	58	0	0	0	0
0	0	2	53	0	60	0	0	0	0
0	0	2	55	0	62	0	0	0	0
0	0	2	63	0	64	0	0	0	0
# ASIC 3: U5 (W), U7 (N)									
0	0	3	16	2	130	2	0	0	0
0	0	3	17	2	132	2	0	0	0
0	0	3	21	2	134	2	0	0	0
0	0	3	23	2	136	2	0	0	0
0	0	3	25	2	138	2	0	0	0
0	0	3	26	2	140	2	0	0	0
0	0	3	29	2	142	2	0	0	0
0	0	3	31	2	144	2	0	0	0
0	0	3	34	2	146	2	0	0	0
0	0	3	36	2	148	2	0	0	0
0	0	3	37	2	150	2	0	0	0
0	0	3	41	2	152	2	0	0	0
0	0	3	43	2	154	2	0	0	0
0	0	3	44	2	156	2	0	0	0
0	0	3	45	2	158	2	0	0	0
0	0	3	48	2	160	2	0	0	0
0	0	3	18	2	129	2	0	0	0
0	0	3	19	2	131	2	0	0	0
0	0	3	20	2	133	2	0	0	0
0	0	3	22	2	135	2	0	0	0
0	0	3	24	2	137	2	0	0	0
0	0	3	28	2	139	2	0	0	0
0	0	3	30	2	141	2	0	0	0
0	0	3	32	2	143	2	0	0	0
0	0	3	33	2	145	2	0	0	0
0	0	3	35	2	147	2	0	0	0
0	0	3	39	2	149	2	0	0	0
0	0	3	40	2	151	2	0	0	0
0	0	3	42	2	153	2	0	0	0
0	0	3	46	2	155	2	0	0	0
0	0	3	47	2	157	2	0	0	0
0	0	3	49	2	159	2	0	0	0
0	0	3	1	2	194	2	0	0	0
0	0	3	10	2	196	2	0	0	0
0	0	3	12	2	198	2	0	0	0
0	0	3	14	2	200	2	0	0	0
0	0	3	8	2	202	2	0	0	0
0	0	3	6	2	204	2	0	0	0
0	0	3	13	2	206	2	0	0	0
0	0	3	11	2	208	2	0	0	0
0	0	3	38	2	210	2	0	0	0
0	0	3	62	2	212	2	0	0	0
0	0	3	61	2	214	2	0	0	0
0	0	3	50	2	216	2	0	0	0
0	0	3	52	2	218	2	0	0	0
0	0	3	54	2	220	2	0	0	0
0	0	3	56	2	222	2	0	0	0
0	0	3	60	2	224	2	0	0	0
0	0	3	0	2	193	2	0	0	0
0	0	3	3	2	195	2	0	0	0
0	0	3	5	2	197	2	0	0	0
0	0	3	7	2	199	2	0	0	0
0	0	3	15	2	201	2	0	0	0
0	0	3	4	2	203	2	0	0	0
0	0	3	2	2	205	2	0	0	0
0	0	3	27	2	207	2	0	0	0
0	0	3	9	2	209	2	0	0	0
0	0	3	58	2	211	2	0	0	0
0	0	3	59	2	213	2	0	0	0
0	0	3	57	2	215	2	0	0	0
0	0	3	51	2	217	2	0	0	0
0	0	3	53	2	219	2	0	0	0
0	0	3	55	2	221	2	0	0	0
0	0	3	63	2	223	2	0	0	0
									
# ASIC 4: Y5 (W), Y7 (W)									
0	0	4	16	1	129	1	0	0	0
0	0	4	17	1	131	1	0	0	0
0	0	4	21	1	133	1	0	0	0
0	0	4	23	1	135	1	0	0	0
0	0	4	25	1	137	1	0	0	0
0	0	4	26	1	139	1	0	0	0
0	0	4	29	1	141	1	0	0	0
0	0	4	31	1	143	1	0	0	0
0	0	4	34	1	145	1	0	0	0
0	0	4	36	1	147	1	0	0	0
0	0	4	37	1	149	1	0	0	0
0	0	4	41	1	151	1	0	0	0
0	0	4	43	1	153	1	0	0	0
0	0	4	44	1	155	1	0	0	0
0	0	4	45	1	157	1	0	0	0
0	0	4	48	1	159	1	0	0	0
0	0	4	18	1	130	1	0	0	0
0	0	4	19	1	132	1	0	0	0
0	0	4	20	1	134	1	0	0	0
0	0	4	22	1	136	1	0	0	0
0	0	4	24	1	138	1	0	0	0
0	0	4	28	1	140	1	0	0	0
0	0	4	30	1	142	1	0	0	0
0	0	4	32	1	144	1	0	0	0
0	0	4	33	1	146	1	0	0	0
0	0	4	35	1	148	1	0	0	0
0	0	4	39	1	150	1	0	0	0
0	0	4	40	1	152	1	0	0	0
0	0	4	42	1	154	1	0	0	0
0	0	4	46	1	156	1	0	0	0
0	0	4	47	1	158	1	0	0	0
0	0	4	49	1	160	1	0	0	0
0	0	4	1	1	193	1	0	0	0
0	0	4	10	1	195	1	0	0	0
0	0	4	12	1	197	1	0	0	0
0	0	4	14	1	199	1	0	0	0
0	0	4	8	1	201	1	0	0	0
0	0	4	6	1	203	1	0	0	0
0	0	4	13	1	205	1	0	0	0
0	0	4	11	1	207	1	0	0	0
0	0	4	38	1	209	1	0	0	0
0	0	4	62	1	211	1	0	0	0
0	0	4	61	1	213	1	0	0	0
0	0	4	50	1	215	1	0	0	0
0	0	4	52	1	217	1	0	0	0
0	0	4	54	1	219	1	0	0	0
0	0	4	56	1	221	1	0	0	0
0	0	4	60	1	223	1	0	0	0
0	0	4	0	1	194	1	0	0	0
0	0	4	3	1	196	1	0	0	0
0	0	4	5	1	198	1	0	0	0
0	0	4	7	1	200	1	0	0	0
0	0	4	15	1	202	1	0	0	0
0	0	4	4	1	204	1	0	0	0
0	0	4	2	1	206	1	0	0	0
0	0	4	27	1	208	1	0	0	0
0	0	4	9	1	210	1	0	0	0
0	0	4	58	1	212	1	0	0	0
0	0	4	59	1	214	1	0	0	0
0	0	4	57	1	216	1	0	0	0
0	0	4	51	1	218	1	0	0	0
0	0	4	53	1	220	1	0	0	0
0	0	4	55	1	222	1	0	0	0
0	0	4	63	1	224	1	0	0	0
# ASIC 5: U1 (W), U3 (W)									
0	0	5	16	2	2	2	0	0	0
0	0	5	17	2	4	2	0	0	0
0	0	5	21	2	6	2	0	0	0
0	0	5	23	2	8	2	0	0	0
0	0	5	25	2	10	2	0	0	0
0	0	5	26	2	12	2	0	0	0
0	0	5	29	2	14	2	0	0	0
0	0	5	31	2	16	2	0	0	0
0	0	5	34	2	18	2	0	0	0
0	0	5	36	2	20	2	0	0	0
0	0	5	37	2	22	2	0	0	0
0	0	5	41	2	24	2	0	0	0
0	0	5	43	2	26	2	0	0	0
0	0	5	44	2	28	2	0	0	0
0	0	5	45	2	30	2	0	0	0
0	0	5	48	2	32	2	0	0	0
0	0	5	18	2	1	2	0	0	0
0	0	5	19	2	3	2	0	0	0
0	0	5	20	2	5	2	0	0	0
0	0	5	22	2	7	2	0	0	0
0	0	5	24	2	9	2	0	0	0
0	0	5	28	2	11	2	0	0	0
0	0	5	30	2	13	2	0	0	0
0	0	5	32	2	15	2	0	0	0
0	0	5	33	2	17	2	0	0	0
0	0	5	35	2	19	2	0	0	0
0	0	5	39	2	21	2	0	0	0
0	0	5	40	2	23	2	0	0	0
0	0	5	42	2	25	2	0	0	0
0	0	5	46	2	27	2	0	0	0
0	0	5	47	2	29	2	0	0	0
0	0	5	49	2	31	2	0	0	0
0	0	5	1	2	66	2	0	0	0
0	0	5	10	2	68	2	0	0	0
0	0	5	12	2	70	2	0	0	0
0	0	5	14	2	72	2	0	0	0
0	0	5	8	2	74	2	0	0	0
0	0	5	6	2	76	2	0	0	0
0	0	5	13	2	78	2	0	0	0
0	0	5	11	2	80	2	0	0	0
0	0	5	38	2	82	2	0	0	0
0	0	5	62	2	84	2	0	0	0
0	0	5	61	2	86	2	0	0	0
0	0	5	50	2	88	2	0	0	0
0	0	5	52	2	90	2	0	0	0
0	0	5	54	2	92	2	0	0	0
0	0	5	56	2	94	2	0	0	0
0	0	5	60	2	96	2	0	0	0
0	0	5	0	2	65	2	0	0	0
0	0	5	3	2	67	2	0	0	0
0	0	5	5	2	69	2	0	0	0
0	0	5	7	2	71	2	0	0	0
0	0	5	15	2	73	2	0	0	0
0	0	5	4	2	75	2	0	0	0
0	0	5	2	2	77	2	0	0	0
0	0	5	27	2	79	2	0	0	0
0	0	5	9	2	81	2	0	0	0
0	0	5	58	2	83	2	0	0	0
0	0	5	59	2	85	2	0	0	0
0	0	5	57	2	87	2	0	0	0
0	0	5	51	2	89	2	0	0	0
0	0	5	53	2	91	2	0	0	0
0	0	5	55	2	93	2	0	0	0
0	0	5	63	2	95	2	0	0	0
# ASIC 6: Y1 (W), Y3 (W)									
0	0	6	16	1	1	1	0	0	0
0	0	6	17	1	3	1	0	0	0
0	0	6	21	1	5	1	0	0	0
0	0	6	23	1	7	1	0	0	0
0	0	6	25	1	9	1	0	0	0
0	0	6	26	1	11	1	0	0	0
0	0	6	29	1	13	1	0	0	0
0	0	6	31	1	15	1	0	0	0
0	0	6	34	1	17	1	0	0	0
0	0	6	36	1	19	1	0	0	0
0	0	6	37	1	21	1	0	0	0
0	0	6	41	1	23	1	0	0	0
0	0	6	43	1	25	1	0	0	0
0	0	6	44	1	27	1	0	0	0
0	0	6	45	1	29	1	0	0	0
0	0	6	48	1	31	1	0	0	0
0	0	6	18	1	2	1	0	0	0
0	0	6	19	1	4	1	0	0	0
0	0	6	20	1	6	1	0	0	0
0	0	6	22	1	8	1	0	0	0
0	0	6	24	1	10	1	0	0	0
0	0	6	28	1	12	1	0	0	0
0	0	6	30	1	14	1	0	0	0
0	0	6	32	1	16	1	0	0	0
0	0	6	33	1	18	1	0	0	0
0	0	6	35	1	20	1	0	0	0
0	0	6	39	1	22	1	0	0	0
0	0	6	40	1	24	1	0	0	0
0	0	6	42	1	26	1	0	0	0
0	0	6	46	1	28	1	0	0	0
0	0	6	47	1	30	1	0	0	0
0	0	6	49	1	32	1	0	0	0
0	0	6	1	1	65	1	0	0	0
0	0	6	10	1	67	1	0	0	0
0	0	6	12	1	69	1	0	0	0
0	0	6	14	1	71	1	0	0	0
0	0	6	8	1	73	1	0	0	0
0	0	6	6	1	75	1	0	0	0
0	0	6	13	1	77	1	0	0	0
0	0	6	11	1	79	1	0	0	0
0	0	6	38	1	81	1	0	0	0
0	0	6	62	1	83	1	0	0	0
0	0	6	61	1	85	1	0	0	0
0	0	6	50	1	87	1	0	0	0
0	0	6	52	1	89	1	0	0	0
0	0	6	54	1	91	1	0	0	0
0	0	6	56	1	93	1	0	0	0
0	0	6	60	1	95	1	0	0	0
0	0	6	0	1	66	1	0	0	0
0	0	6	3	1	68	1	0	0	0
0	0	6	5	1	70	1	0	0	0
0	0	6	7	1	72	1	0	0	0
0	0	6	15	1	74	1	0	0	0
0	0	6	4	1	76	1	0	0	0
0	0	6	2	1	78	1	0	0	0
0	0	6	27	1	80	1	0	0	0
0	0	6	9	1	82	1	0	0	0
0	0	6	58	1	84	1	0	0	0
0	0	6	59	1	86	1	0	0	0
0	0	6	57	1	88	1	0	0	0
0	0	6	51	1	90	1	0	0	0
0	0	6	53	1	92	1	0	0	0
0	0	6	55	1	94	1	0	0	0
0	0	6	63	1	96	1	0	0	0
# ASIC 7: X3 (S), X1 (S)									
0	0	7	16	0	96	0	0	0	0
0	0	7	17	0	94	0	0	0	0
0	0	7	21	0	92	0	0	0	0
0	0	7	23	0	90	0	0	0	0
0	0	7	25	0	88	0	0	0	0
0	0	7	26	0	86	0	0	0	0
0	0	7	29	0	84	0	0	0	0
0	0	7	31	0	82	0	0	0	0
0	0	7	34	0	80	0	0	0	0
0	0	7	36	0	78	0	0	0	0
0	0	7	37	0	76	0	0	0	0
0	0	7	41	0	74	0	0	0	0
0	0	7	43	0	72	0	0	0	0
0	0	7	44	0	70	0	0	0	0
0	0	7	45	0	68	0	0	0	0
0	0	7	48	0	66	0	0	0	0
0	0	7	18	0	95	0	0	0	0
0	0	7	19	0	93	0	0	0	0
0	0	7	20	0	91	0	0	0	0
0	0	7	22	0	89	0	0	0	0
0	0	7	24	0	87	0	0	0	0
0	0	7	28	0	85	0	0	0	0
0	0	7	30	0	83	0	0	0	0
0	0	7	32	0	81	0	0	0	0
0	0	7	33	0	79	0	0	0	0
0	0	7	35	0	77	0	0	0	0
0	0	7	39	0	75	0	0	0	0
0	0	7	40	0	73	0	0	0	0
0	0	7	42	0	71	0	0	0	0
0	0	7	46	0	69	0	0	0	0
0	0	7	47	0	67	0	0	0	0
0	0	7	49	0	65	0	0	0	0
0	0	7	1	0	32	0	0	0	0
0	0	7	10	0	30	0	0	0	0
0	0	7	12	0	28	0	0	0	0
0	0	7	14	0	26	0	0	0	0
0	0	7	8	0	24	0	0	0	0
0	0	7	6	0	22	0	0	0	0
0	0	7	13	0	20	0	0	0	0
0	0	7	11	0	18	0	0	0	0
0	0	7	38	0	16	0	0	0	0
0	0	7	62	0	14	0	0	0	0
0	0	7	61	0	12	0	0	0	0
0	0	7	50	0	10	0	0	0	0
0	0	7	52	0	8	0	0	0	0
0	0	7	54	0	6	0	0	0	0
0	0	7	56	0	4	0	0	0	0
0	0	7	60	0	2	0	0	0	0
0	0	7	0	0	31	0	0	0	0
0	0	7	3	0	29	0	0	0	0
0	0	7	5	0	27	0	0	0	0
0	0	7	7	0	25	0	0	0	0
0	0	7	15	0	23	0	0	0	0
0	0	7	4	0	21	0	0	0	0
0	0	7	2	0	19	0	0	0	0
0	0	7	27	0	17	0	0	0	0
0	0	7	9	0	15	0	0	0	0
0	0	7	58	0	13	0	0	0	0
0	0	7	59	0	11	0	0	0	0
0	0	7	57	0	9	0	0	0	0
0	0	7	51	0	7	0	0	0	0
0	0	7	53	0	5	0	0	0	0
0	0	7	55	0	3	0	0	0	0
0	0	7	63	0	1	0	0	0	0
# ASIC 8: X5 (S), X7 (S)									
0	0	8	16	0	160	0	0	0	0
0	0	8	17	0	158	0	0	0	0
0	0	8	21	0	156	0	0	0	0
0	0	8	23	0	154	0	0	0	0
0	0	8	25	0	152	0	0	0	0
0	0	8	26	0	150	0	0	0	0
0	0	8	29	0	148	0	0	0	0
0	0	8	31	0	146	0	0	0	0
0	0	8	34	0	144	0	0	0	0
0	0	8	36	0	142	0	0	0	0
0	0	8	37	0	140	0	0	0	0
0	0	8	41	0	138	0	0	0	0
0	0	8	43	0	136	0	0	0	0
0	0	8	44	0	134	0	0	0	0
0	0	8	45	0	132	0	0	0	0
0	0	8	48	0	130	0	0	0	0
0	0	8	18	0	159	0	0	0	0
0	0	8	19	0	157	0	0	0	0
0	0	8	20	0	155	0	0	0	0
0	0	8	22	0	153	0	0	0	0
0	0	8	24	0	151	0	0	0	0
0	0	8	28	0	149	0	0	0	0
0	0	8	30	0	147	0	0	0	0
0	0	8	32	0	145	0	0	0	0
0	0	8	33	0	143	0	0	0	0
0	0	8	35	0	141	0	0	0	0
0	0	8	39	0	139	0	0	0	0
0	0	8	40	0	137	0	0	0	0
0	0	8	42	0	135	0	0	0	0
0	0	8	46	0	133	0	0	0	0
0	0	8	47	0	131	0	0	0	0
0	0	8	49	0	129	0	0	0	0
0	0	8	1	0	224	0	0	0	0
0	0	8	10	0	222	0	0	0	0
0	0	8	12	0	220	0	0	0	0
0	0	8	14	0	218	0	0	0	0
0	0	8	8	0	216	0	0	0	0
0	0	8	6	0	214	0	0	0	0
0	0	8	13	0	212	0	0	0	0
0	0	8	11	0	210	0	0	0	0
0	0	8	38	0	208	0	0	0	0
0	0	8	62	0	206	0	0	0	0
0	0	8	61	0	204	0	0	0	0
0	0	8	50	0	202	0	0	0	0
0	0	8	52	0	200	0	0	0	0
0	0	8	54	0	198	0	0	0	0
0	0	8	56	0	196	0	0	0	0
0	0	8	60	0	194	0	0	0	0
0	0	8	0	0	223	0	0	0	0
0	0	8	3	0	221	0	0	0	0
0	0	8	5	0	219	0	0	0	0
0	0	8	7	0	217	0	0	0	0
0	0	8	15	0	215	0	0	0	0
0	0	8	4	0	213	0	0	0	0
0	0	8	2	0	211	0	0	0	0
0	0	8	27	0	209	0	0	0	0
0	0	8	9	0	207	0	0	0	0
0	0	8	58	0	205	0	0	0	0
0	0	8	59	0	203	0	0	0	0
0	0	8	57	0	201	0	0	0	0
0	0	8	51	0	199	0	0	0	0
0	0	8	53	0	197	0	0	0	0
0	0	8	55	0	195	0	0	0	0
0	0	8	63	0	193	0	0	0	0
# ASIC 9: U2 (S), X9 (S)									
0	0	9	16	2	64	2	0	0	0
0	0	9	17	2	62	2	0	0	0
0	0	9	21	2	60	2	0	0	0
0	0	9	23	2	58	2	0	0	0
0	0	9	25	2	56	2	0	0	0
0	0	9	26	2	54	2	0	0	0
0	0	9	29	2	52	2	0	0	0
0	0	9	31	2	50	2	0	0	0
0	0	9	34	2	48	2	0	0	0
0	0	9	36	2	46	2	0	0	0
0	0	9	37	2	44	2	0	0	0
0	0	9	41	2	42	2	0	0	0
0	0	9	43	2	40	2	0	0	0
0	0	9	44	2	38	2	0	0	0
0	0	9	45	2	36	2	0	0	0
0	0	9	48	2	34	2	0	0	0
0	0	9	18	2	63	2	0	0	0
0	0	9	19	2	61	2	0	0	0
0	0	9	20	2	59	2	0	0	0
0	0	9	22	2	57	2	0	0	0
0	0	9	24	2	55	2	0	0	0
0	0	9	28	2	53	2	0	0	0
0	0	9	30	2	51	2	0	0	0
0	0	9	32	2	49	2	0	0	0
0	0	9	33	2	47	2	0	0	0
0	0	9	35	2	45	2	0	0	0
0	0	9	39	2	43	2	0	0	0
0	0	9	40	2	41	2	0	0	0
0	0	9	42	2	39	2	0	0	0
0	0	9	46	2	37	2	0	0	0
0	0	9	47	2	35	2	0	0	0
0	0	9	49	2	33	2	0	0	0
0	0	9	1	0	288	0	0	0	0
0	0	9	10	0	286	0	0	0	0
0	0	9	12	0	284	0	0	0	0
0	0	9	14	0	282	0	0	0	0
0	0	9	8	0	280	0	0	0	0
0	0	9	6	0	278	0	0	0	0
0	0	9	13	0	276	0	0	0	0
0	0	9	11	0	274	0	0	0	0
0	0	9	38	0	272	0	0	0	0
0	0	9	62	0	270	0	0	0	0
0	0	9	61	0	268	0	0	0	0
0	0	9	50	0	266	0	0	0	0
0	0	9	52	0	264	0	0	0	0
0	0	9	54	0	262	0	0	0	0
0	0	9	56	0	260	0	0	0	0
0	0	9	60	0	258	0	0	0	0
0	0	9	0	0	287	0	0	0	0
0	0	9	3	0	285	0	0	0	0
0	0	9	5	0	283	0	0	0	0
0	0	9	7	0	281	0	0	0	0
0	0	9	15	0	279	0	0	0	0
0	0	9	4	0	277	0	0	0	0
0	0	9	2	0	275	0	0	0	0
0	0	9	27	0	273	0	0	0	0
0	0	9	9	0	271	0	0	0	0
0	0	9	58	0	269	0	0	0	0
0	0	9	59	0	267	0	0	0	0
0	0	9	57	0	265	0	0	0	0
0	0	9	51	0	263	0	0	0	0
0	0	9	53	0	261	0	0	0	0
0	0	9	55	0	259	0	0	0	0
0	0	9	63	0	257	0	0	0	0
# ASIC 10: U10 (S), U8 (E)									
0	0	10	16	2	289	2	0	0	0
0	0	10	17	2	291	2	0	0	0
0	0	10	21	2	293	2	0	0	0
0	0	10	23	2	295	2	0	0	0
0	0	10	25	2	297	2	0	0	0
0	0	10	26	2	299	2	0	0	0
0	0	10	29	2	301	2	0	0	0
0	0	10	31	2	303	2	0	0	0
0	0	10	34	2	305	2	0	0	0
0	0	10	36	2	307	2	0	0	0
0	0	10	37	2	309	2	0	0	0
0	0	10	41	2	311	2	0	0	0
0	0	10	43	2	313	2	0	0	0
0	0	10	44	2	315	2	0	0	0
0	0	10	45	2	317	2	0	0	0
0	0	10	48	2	319	2	0	0	0
0	0	10	18	2	290	2	0	0	0
0	0	10	19	2	292	2	0	0	0
0	0	10	20	2	294	2	0	0	0
0	0	10	22	2	296	2	0	0	0
0	0	10	24	2	298	2	0	0	0
0	0	10	28	2	300	2	0	0	0
0	0	10	30	2	302	2	0	0	0
0	0	10	32	2	304	2	0	0	0
0	0	10	33	2	306	2	0	0	0
0	0	10	35	2	308	2	0	0	0
0	0	10	39	2	310	2	0	0	0
0	0	10	40	2	312	2	0	0	0
0	0	10	42	2	314	2	0	0	0
0	0	10	46	2	316	2	0	0	0
0	0	10	47	2	318	2	0	0	0
0	0	10	49	2	320	2	0	0	0
0	0	10	1	2	225	2	0	0	0
0	0	10	10	2	227	2	0	0	0
0	0	10	12	2	229	2	0	0	0
0	0	10	14	2	231	2	0	0	0
0	0	10	8	2	233	2	0	0	0
0	0	10	6	2	235	2	0	0	0
0	0	10	13	2	237	2	0	0	0
0	0	10	11	2	239	2	0	0	0
0	0	10	38	2	241	2	0	0	0
0	0	10	62	2	243	2	0	0	0
0	0	10	61	2	245	2	0	0	0
